version,seed,participants,backend,strategy,window,dropout,observed,completion,spread,entropy,effective_set,k,auc,fpr,fnr,trace_hash
1,215,1000,TransparentRegistry,FixedSlot,4,0.05,953,0.953,0,6.00521550472555,405.5383747551638,1,0.3999938338486474,0.5675105485232067,0.5448851774530271,82494cc9726bf4fed5dd6c34fbaea79aee4ad90ef45492e3c67f0d01c20cf630
1,124,10,MerkleCohort,NarrowWindow,20,0.05,10,1,2,2.3025850929940455,9.999999999999998,1,0.48,0,1,14cd60af876ab207f14a3a9fe28d86ee1976f7d9c5da96c81dc7ee5af10504be
1,125,100,TransparentRegistry,RandomizedWithinWindow,4,0.05,93,0.93,4,4.532599493153259,93.00000000000028,1,0.3912037037037037,0.22916666666666666,0.9555555555555556,4eac381027148556def79bf260ff48a92829178a6e76bb2c12bede9609d03298
1,126,1000,MerkleCohort,LatencyAware,4,0.05,944,0.944,2,6.518734766142546,677.7203679021915,1,0.4160696329813977,0.17016806722689076,0.8782051282051282,aac9010513ad93a46caaa33c850b3d6f3b79dd10970f9cb5b5c02a176f0b3c78
1,10000,1000,MerkleCohort,NarrowWindow,4,0.1,908,0.908,3,6.585254656671187,724.3354810448739,1,0.39944302126998915,0.6732456140350878,0.42035398230088494,5f4201b9a6c3a23ef20e4bd7d756967e53774f2b8d66625c7a8bc6e290c98b9d
1,10000,1000,MerkleCohort,NarrowWindow,4,0.1,908,0.908,3,5.990726699093718,399.70496965145765,1,0.3902829529576153,0.5855263157894737,0.5575221238938053,7b982f2852c616eff63735482ba05cfa5d52513a87b81a6b621807203ef976ef
1,10000,1000,MerkleCohort,NarrowWindow,4,0.1,908,0.908,3,6.585254656671184,724.3354810448719,1,0.37285068312373854,0.5635964912280702,0.6482300884955752,d0350238ac59f33d08f54e7d84398595d07960ae08d7ff75a1760371fc3c81a6
1,10000,1000,MerkleCohort,NarrowWindow,4,0.1,908,0.908,3,6.031263531105128,416.2406302390679,1,0.3981476090669151,0.5964912280701754,0.5199115044247787,0735f6f8b50e36603ea1077c5d5af5588b53512cbfa12dd49ea92e02d0b89745
1,10000,1000,MerkleCohort,NarrowWindow,4,0.1,908,0.908,3,5.3965608221719465,220.6462680581628,1,0.39872981679863373,0.43859649122807015,0.672566371681416,388a2ea308947b2e856003486610c0fa4ef7b7f5885541de555e49338f2fa122
1,10000,1000,MerkleCohort,NarrowWindow,4,0.1,908,0.908,3,6.30418232982118,546.8542589062283,1,0.4547382005899705,0.5153508771929824,0.5132743362831859,944a0dbd41179bc96e435de92058ceefb6b868780c07829b9327f79916219e4f
1,10000,1000,MerkleCohort,NarrowWindow,4,0.1,908,0.908,3,6.585254656671187,724.3354810448739,1,0.41500252290017076,0.26096491228070173,0.8451327433628318,533f213d7a375255f431b85835efbc9c266780eb1a533e418598b0ab4d01d7b3
